IVNO	genus_species	number	Vineyard	Row 	Plant	rep	row_plant_xyz
588331	Vitis_rupestris	11	I1	14	1	Y	14_1_Y
588331	Vitis_rupestris	11	I1	14	1	Z	14_1_Z
483186	Vitis_vulpina	13	I1	14	3	X	14_3_X
483186	Vitis_vulpina	13	I1	14	3	Y	14_3_Y
483186	Vitis_vulpina	13	I1	14	3	Z	14_3_Z
588054	Vitis_riparia	10	I1	14	5	X	14_5_X
588054	Vitis_riparia	10	I1	14	5	Y	14_5_Y
588054	Vitis_riparia	10	I1	14	5	Z	14_5_Z
483157	Vitis_labrusca	9	I1	14	7	X	14_7_X
483157	Vitis_labrusca	9	I1	14	7	Y	14_7_Y
483157	Vitis_labrusca	9	I1	14	7	Z	14_7_Z
588466	Vitis_cinerea	10	I1	14	9	X	14_9_X
588466	Vitis_cinerea	10	I1	14	9	Y	14_9_Y
588466	Vitis_cinerea	10	I1	14	9	Z	14_9_Z
483180	Vitis_vulpina	13	I1	14	11	X	14_11_X
483180	Vitis_vulpina	13	I1	14	11	Y	14_11_Y
483180	Vitis_vulpina	13	I1	14	11	Z	14_11_Z
588585	Vitis_labrusca	13	I1	14	13	X	14_13_X
588585	Vitis_labrusca	13	I1	14	13	Y	14_13_Y
588585	Vitis_labrusca	13	I1	14	13	Z	14_13_Z
588574	Vitis_rupestris	14	I1	14	43	X	14_43_X
588574	Vitis_rupestris	14	I1	14	43	Y	14_43_Y
588574	Vitis_rupestris	14	I1	14	43	Z	14_43_Z
588501	Vitis_sp.	10	I1	14	103	X	14_103_X
588501	Vitis_sp.	10	I1	14	103	Y	14_103_Y
588501	Vitis_sp.	10	I1	14	103	Z	14_103_Z
588133	Vitis_vulpina	12	I1	15	5	X	15_5_X
588133	Vitis_vulpina	12	I1	15	5	Y	15_5_Y
588133	Vitis_vulpina	12	I1	15	5	Z	15_5_Z
588640	Vitis_amurensis	13	I1	16	11	X	16_11_X
588640	Vitis_amurensis	13	I1	16	11	Y	16_11_Y
588640	Vitis_amurensis	13	I1	16	11	Z	16_11_Z
588643	Vitis_coignetiae	15	I1	16	13	X	16_13_X
588643	Vitis_coignetiae	15	I1	16	13	Y	16_13_Y
588643	Vitis_coignetiae	15	I1	16	13	Z	16_13_Z
588631	Vitis_amurensis	18	I1	16	17	X	16_17_X
588631	Vitis_amurensis	18	I1	16	17	Y	16_17_Y
588631	Vitis_amurensis	18	I1	16	17	Z	16_17_Z
588630	Vitis_amurensis	15	I1	16	19	X	16_19_X
588630	Vitis_amurensis	15	I1	16	19	Y	16_19_Y
588630	Vitis_amurensis	15	I1	16	19	Z	16_19_Z
588638	Vitis_amurensis	13	I1	16	21	X	16_21_X
588638	Vitis_amurensis	13	I1	16	21	Y	16_21_Y
588638	Vitis_amurensis	13	I1	16	21	Z	16_21_Z
588646	Vitis_acerifolia	14	I1	16	23	X	16_23_X
588646	Vitis_acerifolia	14	I1	16	23	Y	16_23_Y
588646	Vitis_acerifolia	14	I1	16	23	Z	16_23_Z
588648	Vitis_labrusca	14	I1	16	25	X	16_25_X
588648	Vitis_labrusca	14	I1	16	25	Y	16_25_Y
588648	Vitis_labrusca	14	I1	16	25	Z	16_25_Z
588584	Vitis_labrusca	14	I1	16	27	X	16_27_X
588584	Vitis_labrusca	14	I1	16	27	Y	16_27_Y
588584	Vitis_labrusca	14	I1	16	27	Z	16_27_Z
588628	Vitis_sp.	13	I1	16	31	X	16_31_X
588628	Vitis_sp.	13	I1	16	31	Y	16_31_Y
588628	Vitis_sp.	13	I1	16	31	Z	16_31_Z
483184	Vitis_vulpina	14	I1	16	33	X	16_33_X
483184	Vitis_vulpina	14	I1	16	33	Y	16_33_Y
483184	Vitis_vulpina	14	I1	16	33	Z	16_33_Z
483188	Vitis_vulpina	12	I1	16	35	X	16_35_X
483188	Vitis_vulpina	12	I1	16	35	Y	16_35_Y
483188	Vitis_vulpina	12	I1	16	35	Z	16_35_Z
588328	Vitis_cinerea	12	I1	16	37	X	16_37_X
588328	Vitis_cinerea	12	I1	16	37	Y	16_37_Y
588328	Vitis_cinerea	12	I1	16	37	Z	16_37_Z
588143	Vitis_cinerea	10	I1	16	41	X	16_41_X
588143	Vitis_cinerea	10	I1	16	41	Y	16_41_Y
588143	Vitis_cinerea	10	I1	16	41	Z	16_41_Z
588216	Vitis_cinerea	11	I1	16	43	X	16_43_X
588216	Vitis_cinerea	11	I1	16	43	Y	16_43_Y
588216	Vitis_cinerea	11	I1	16	43	Z	16_43_Z
588540	Vitis_rupestris	16	I1	16	45	X	16_45_X
588540	Vitis_rupestris	16	I1	16	45	Y	16_45_Y
588540	Vitis_rupestris	16	I1	16	45	Z	16_45_Z
588510	Vitis_riparia	16	I1	16	47	X	16_47_X
588510	Vitis_riparia	16	I1	16	47	Y	16_47_Y
588510	Vitis_riparia	16	I1	16	47	Z	16_47_Z
483143	Vitis_aestivalis	14	I1	16	49	X	16_49_X
483143	Vitis_aestivalis	14	I1	16	49	Y	16_49_Y
483143	Vitis_aestivalis	14	I1	16	49	Z	16_49_Z
483162	Vitis_labrusca	12	I1	16	53	X	16_53_X
483162	Vitis_labrusca	12	I1	16	53	Y	16_53_Y
483162	Vitis_labrusca	12	I1	16	53	Z	16_53_Z
483151	Vitis_labrusca	13	I1	16	55	X	16_55_X
483151	Vitis_labrusca	13	I1	16	55	Y	16_55_Y
483151	Vitis_labrusca	13	I1	16	55	Z	16_55_Z
483138	Vitis_aestivalis	13	I1	16	57	X	16_57_X
483138	Vitis_aestivalis	13	I1	16	57	Y	16_57_Y
483138	Vitis_aestivalis	13	I1	16	57	Z	16_57_Z
588372	Vitis_cinerea	15	I1	16	59	X	16_59_X
588372	Vitis_cinerea	15	I1	16	59	Y	16_59_Y
588372	Vitis_cinerea	15	I1	16	59	Z	16_59_Z
588329	Vitis_cinerea	13	I1	16	61	X	16_61_X
588329	Vitis_cinerea	13	I1	16	61	Y	16_61_Y
588329	Vitis_cinerea	13	I1	16	61	Z	16_61_Z
483159	Vitis_labrusca	13	I1	16	67	X	16_67_X
483159	Vitis_labrusca	13	I1	16	67	Y	16_67_Y
483159	Vitis_labrusca	13	I1	16	67	Z	16_67_Z
483166	Vitis_riparia	16	I1	16	69	X	16_69_X
483166	Vitis_riparia	16	I1	16	69	Y	16_69_Y
483166	Vitis_riparia	16	I1	16	69	Z	16_69_Z
588529	Vitis_sp.	11	I1	16	73	X	16_73_X
588529	Vitis_sp.	11	I1	16	73	Y	16_73_Y
588529	Vitis_sp.	11	I1	16	73	Z	16_73_Z
483190	Vitis_vulpina	14	I1	16	75	X	16_75_X
483190	Vitis_vulpina	14	I1	16	75	Y	16_75_Y
483190	Vitis_vulpina	14	I1	16	75	Z	16_75_Z
588467	Vitis_palmata	11	I1	16	77	X	16_77_X
588467	Vitis_palmata	11	I1	16	77	Y	16_77_Y
588467	Vitis_palmata	11	I1	16	77	Z	16_77_Z
483187	Vitis_vulpina	13	I1	16	79	X	16_79_X
483187	Vitis_vulpina	13	I1	16	79	Y	16_79_Y
483187	Vitis_vulpina	13	I1	16	79	Z	16_79_Z
588639	Vitis_amurensis	13	I1	16	85	X	16_85_X
588639	Vitis_amurensis	13	I1	16	85	Y	16_85_Y
588639	Vitis_amurensis	13	I1	16	85	Z	16_85_Z
588642	Vitis_coignetiae	11	I1	16	87	X	16_87_X
588642	Vitis_coignetiae	11	I1	16	87	Y	16_87_Y
588642	Vitis_coignetiae	11	I1	16	87	Z	16_87_Z
588644	Vitis_coignetiae	13	I1	16	89	X	16_89_X
588644	Vitis_coignetiae	13	I1	16	89	Y	16_89_Y
588644	Vitis_coignetiae	13	I1	16	89	Z	16_89_Z
588637	Vitis_amurensis	13	I1	16	91	X	16_91_X
588637	Vitis_amurensis	13	I1	16	91	Y	16_91_Y
588637	Vitis_amurensis	13	I1	16	91	Z	16_91_Z
588634	Vitis_amurensis	15	I1	16	95	X	16_95_X
588634	Vitis_amurensis	15	I1	16	95	Y	16_95_Y
588634	Vitis_amurensis	15	I1	16	95	Z	16_95_Z
588635	Vitis_amurensis	14	I1	16	99	X	16_99_X
588635	Vitis_amurensis	14	I1	16	99	Y	16_99_Y
588635	Vitis_amurensis	14	I1	16	99	Z	16_99_Z
588275	Vitis_riparia	15	I1	16	105	X	16_105_X
588275	Vitis_riparia	15	I1	16	105	Y	16_105_Y
588275	Vitis_riparia	15	I1	16	105	Z	16_105_Z
588626	Vitis_aestivalis	11	I1	16	107	X	16_107_X
588626	Vitis_aestivalis	11	I1	16	107	Y	16_107_Y
588626	Vitis_aestivalis	11	I1	16	107	Z	16_107_Z
588647	Vitis_labrusca	12	I1	16	109	X	16_109_X
588647	Vitis_labrusca	12	I1	16	109	Y	16_109_Y
588647	Vitis_labrusca	12	I1	16	109	Z	16_109_Z
588675	Vitis_labrusca	12	I1	17	3	X	17_3_X
588675	Vitis_labrusca	12	I1	17	3	Y	17_3_Y
588675	Vitis_labrusca	12	I1	17	3	Z	17_3_Z
588658	Vitis_labrusca	13	I1	17	49	X	17_49_X
588658	Vitis_labrusca	13	I1	17	49	Y	17_49_Y
588658	Vitis_labrusca	13	I1	17	49	Z	17_49_Z
588633	Vitis_amurensis	16	I1	17	99	X	17_99_X
588633	Vitis_amurensis	16	I1	17	99	Y	17_99_Y
588633	Vitis_amurensis	16	I1	17	99	Z	17_99_Z
588629	Vitis_amurensis	13	I1	17	101	X	17_101_X
588629	Vitis_amurensis	13	I1	17	101	Y	17_101_Y
588629	Vitis_amurensis	13	I1	17	101	Z	17_101_Z
588575	Vitis_cinerea	12	I1	17	103	X	17_103_X
588575	Vitis_cinerea	12	I1	17	103	Y	17_103_Y
588575	Vitis_cinerea	12	I1	17	103	Z	17_103_Z
588678	Vitis_cinerea	12	I1	17	109	X	17_109_X
588678	Vitis_cinerea	12	I1	17	109	Y	17_109_Y
588678	Vitis_cinerea	12	I1	17	109	Z	17_109_Z
588476	Vitis_sp.	15	I1	18	5	X	18_5_X
588476	Vitis_sp.	15	I1	18	5	Y	18_5_Y
588476	Vitis_sp.	15	I1	18	5	Z	18_5_Z
594344	Vitis_riparia	16	I1	18	9	X	18_9_X
594344	Vitis_riparia	16	I1	18	9	Y	18_9_Y
594344	Vitis_riparia	16	I1	18	9	Z	18_9_Z
588653	Vitis_riparia	14	I1	18	11	X	18_11_X
588653	Vitis_riparia	14	I1	18	11	Y	18_11_Y
588653	Vitis_riparia	14	I1	18	11	Z	18_11_Z
588684	Vitis_rupestris	14	I1	18	21	X	18_21_X
588684	Vitis_rupestris	14	I1	18	21	Y	18_21_Y
588684	Vitis_rupestris	14	I1	18	21	Z	18_21_Z
588641	Vitis_amurensis	14	I1	18	23	X	18_23_X
588641	Vitis_amurensis	14	I1	18	23	Y	18_23_Y
588641	Vitis_amurensis	14	I1	18	23	Z	18_23_Z
588636	Vitis_amurensis	17	I1	18	31	X	18_31_X
588636	Vitis_amurensis	17	I1	18	31	Y	18_31_Y
588636	Vitis_amurensis	17	I1	18	31	Z	18_31_Z
588625	Vitis_cinerea	13	I1	18	33	X	18_33_X
588625	Vitis_cinerea	13	I1	18	33	Y	18_33_Y
588625	Vitis_cinerea	13	I1	18	33	Z	18_33_Z
588632	Vitis_amurensis	15	I1	18	37	X	18_37_X
588632	Vitis_amurensis	15	I1	18	37	Y	18_37_Y
588632	Vitis_amurensis	15	I1	18	37	Z	18_37_Z
597257	Vitis_piasezkii	25	I1	18	49	X	18_49_X
597257	Vitis_piasezkii	25	I1	18	49	Y	18_49_Y
597257	Vitis_piasezkii	25	I1	18	49	Z	18_49_Z
597232	Vitis_cinerea	9	I1	18	51	X	18_51_X
597232	Vitis_cinerea	9	I1	18	51	Y	18_51_Y
597232	Vitis_cinerea	9	I1	18	51	Z	18_51_Z
588715	Vitis_sp.	13	I1	18	103	X	18_103_X
588715	Vitis_sp.	13	I1	18	103	Y	18_103_Y
588715	Vitis_sp.	13	I1	18	103	Z	18_103_Z
588583	Vitis_labrusca	10	I1	19	13	X	19_13_X
588583	Vitis_labrusca	10	I1	19	13	Y	19_13_Y
588583	Vitis_labrusca	10	I1	19	13	Z	19_13_Z
588685	Vitis_cinerea	9	I1	19	17	X	19_17_X
588685	Vitis_cinerea	9	I1	19	17	Y	19_17_Y
588685	Vitis_cinerea	9	I1	19	17	Z	19_17_Z
588680	Vitis_vulpina	12	I1	19	19	X	19_19_X
588680	Vitis_vulpina	12	I1	19	19	Y	19_19_Y
588680	Vitis_vulpina	12	I1	19	19	Z	19_19_Z
588677	Vitis_aestivalis	12	I1	19	23	X	19_23_X
588677	Vitis_aestivalis	12	I1	19	23	Y	19_23_Y
588677	Vitis_aestivalis	12	I1	19	23	Z	19_23_Z
588683	Vitis_rupestris	12	I1	19	29	X	19_29_X
588683	Vitis_rupestris	12	I1	19	29	Y	19_29_Y
588683	Vitis_rupestris	12	I1	19	29	Z	19_29_Z
588679	Vitis_vulpina	15	I1	19	31	X	19_31_X
588679	Vitis_vulpina	15	I1	19	31	Y	19_31_Y
588679	Vitis_vulpina	15	I1	19	31	Z	19_31_Z
588711	Vitis_riparia	14	I1	19	35	X	19_35_X
588711	Vitis_riparia	14	I1	19	35	Y	19_35_Y
588711	Vitis_riparia	14	I1	19	35	Z	19_35_Z
588718	Vitis_riparia	14	I1	19	41	X	19_41_X
588718	Vitis_riparia	14	I1	19	41	Y	19_41_Y
588718	Vitis_riparia	14	I1	19	41	Z	19_41_Z
594349	Vitis_labrusca	12	I1	19	53	X	19_53_X
594349	Vitis_labrusca	12	I1	19	53	Y	19_53_Y
594349	Vitis_labrusca	12	I1	19	53	Z	19_53_Z
597295	Vitis_sp.	11	I1	19	57	X	19_57_X
597295	Vitis_sp.	11	I1	19	57	Y	19_57_Y
597295	Vitis_sp.	11	I1	19	57	Z	19_57_Z
597297	Vitis_sp.	12	I1	19	63	X	19_63_X
597297	Vitis_sp.	12	I1	19	63	Y	19_63_Y
597297	Vitis_sp.	12	I1	19	63	Z	19_63_Z
237621	Vitis_aestivalis	15	I1	19	73	X	19_73_X
237621	Vitis_aestivalis	15	I1	19	73	Y	19_73_Y
237621	Vitis_aestivalis	15	I1	19	73	Z	19_73_Z
597293	Vitis_sp.	11	I1	19	81	X	19_81_X
597293	Vitis_sp.	11	I1	19	81	Y	19_81_Y
597293	Vitis_sp.	11	I1	19	81	Z	19_81_Z
597298	Vitis_sp.	10	I1	19	87	X	19_87_X
597298	Vitis_sp.	10	I1	19	87	Y	19_87_Y
597298	Vitis_sp.	10	I1	19	87	Z	19_87_Z
597296	Vitis_sp.	17	I1	19	93	X	19_93_X
597296	Vitis_sp.	17	I1	19	93	Y	19_93_Y
597296	Vitis_sp.	17	I1	19	93	Z	19_93_Z
171	Vitis_cinerea	13	I1	19	103	X	19_103_X
171	Vitis_cinerea	13	I1	19	103	Y	19_103_Y
171	Vitis_cinerea	13	I1	19	103	Z	19_103_Z
597115	Vitis_vulpina	16	I1	19	107	X	19_107_X
597115	Vitis_vulpina	16	I1	19	107	Y	19_107_Y
597115	Vitis_vulpina	16	I1	19	107	Z	19_107_Z
597294	Vitis_sp.	12	I1	19	109	X	19_109_X
597294	Vitis_sp.	12	I1	19	109	Y	19_109_Y
597294	Vitis_sp.	12	I1	19	109	Z	19_109_Z
1583	Vitis_acerifolia	17	I1	20	13	X	20_13_X
1583	Vitis_acerifolia	17	I1	20	13	Y	20_13_Y
1583	Vitis_acerifolia	17	I1	20	13	Z	20_13_Z
1587	Vitis_labrusca	11	I1	20	17	X	20_17_X
1587	Vitis_labrusca	11	I1	20	17	Y	20_17_Y
1587	Vitis_labrusca	11	I1	20	17	Z	20_17_Z
588384	Vitis_rupestris	11	I1	20	107	X	20_107_X
588384	Vitis_rupestris	11	I1	20	107	Y	20_107_Y
588384	Vitis_rupestris	11	I1	20	107	Z	20_107_Z
588378	Vitis_acerifolia	17	I1	21	39	X	21_39_X
588378	Vitis_acerifolia	17	I1	21	39	Y	21_39_Y
588378	Vitis_acerifolia	17	I1	21	39	Z	21_39_Z
588060	Vitis_coignetiae	14	I1	21	43	X	21_43_X
588060	Vitis_coignetiae	14	I1	21	43	Y	21_43_Y
588060	Vitis_coignetiae	14	I1	21	43	Z	21_43_Z
588385	Vitis_amurensis	13	I1	21	59	X	21_59_X
588385	Vitis_amurensis	13	I1	21	59	Y	21_59_Y
588385	Vitis_amurensis	13	I1	21	59	Z	21_59_Z
588454	Vitis_rupestris	12	I1	21	97	X	21_97_X
588454	Vitis_rupestris	12	I1	21	97	Y	21_97_Y
588454	Vitis_rupestris	12	I1	21	97	Z	21_97_Z
495622	Vitis_riparia	12	I1	21	103	X	21_103_X
495622	Vitis_riparia	12	I1	21	103	Y	21_103_Y
495622	Vitis_riparia	12	I1	21	103	Z	21_103_Z
588459	Vitis_acerifolia	14	I1	22	3	X	22_3_X
588459	Vitis_acerifolia	14	I1	22	3	Y	22_3_Y
588459	Vitis_acerifolia	14	I1	22	3	Z	22_3_Z
588710	Vitis_riparia	16	I1	22	15	X	22_15_X
588710	Vitis_riparia	16	I1	22	15	Y	22_15_Y
588710	Vitis_riparia	16	I1	22	15	Z	22_15_Z
588460	Vitis_cinerea	13	I1	22	23	X	22_23_X
588460	Vitis_cinerea	13	I1	22	23	Y	22_23_Y
588460	Vitis_cinerea	13	I1	22	23	Z	22_23_Z
588448	Vitis_acerifolia	14	I1	22	63	X	22_63_X
588448	Vitis_acerifolia	14	I1	22	63	Y	22_63_Y
588448	Vitis_acerifolia	14	I1	22	63	Z	22_63_Z
588586	Vitis_riparia	16	I1	22	67	X	22_67_X
588586	Vitis_riparia	16	I1	22	67	Y	22_67_Y
588586	Vitis_riparia	16	I1	22	67	Z	22_67_Z
