Aug_8,Label,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63
MO_407_E134.jpg,E134,3774,2104,3755.167,2090.5,3773.833,2079.833,3795.167,2069.167,3609.5,2115.5,3623.5,2119.5,3618.5,2101.5,3564.5,1932.5,3574.5,1941.5,3582.5,1933.5,3747.5,1774.5,3746.5,1792.5,3766.5,1788.5,3182.5,2389.5,2914.5,1951.5,3020.5,1921.5,2928.5,1703.5,3146.5,1228.5,3244.5,1332.5,3348.5,1182.5,3780.5,808.5,3502.5,4799.5,3464.5,4761.5,3522.5,4765.5,3568.5,4767.5,3222.5,4797.5,3250.5,4801.5,3244.5,4783.5,3230.5,4427.5,3246.5,4447.5,3266.5,4441.5,3688.5,4159.5,3680.5,4185.5,3710.5,4187.5,2364.5,5051.5,2200.5,4211.5,2380.5,4195.5,2360.5,3731.5,2976.5,2999.5,3200.5,3199.5,3640.5,3183.5,NA,NA,3457.5,7874.5,3345.5,7787.5,3464.5,7834.5,3494.5,7797.5,3142.5,7812.5,3155.5,7815.5,3150.5,7802.5,3115.5,7409.5,3122.5,7427.5,3130.5,7416.5,3574.5,7271.5,3572.5,7288.5,3589.5,7287.5,2600.5,8131.5,2382.5,7343.5,2528.5,7305.5,2528.5,7083.5,2884.5,6626.5,3010.5,6720.5,3320.5,6436.5,3824.5,6225.5
MO_411_E141.jpg,E141,3296,1496,3274.5,1464.5,3311.5,1471.5,3333.5,1467.5,3146.5,1471.5,3171.5,1473.5,3161.5,1460.5,3070.5,1242.5,3079.5,1254.5,3085.5,1246.5,3346.5,1165.5,3342.5,1186.5,3363.5,1187.5,2857.5,1784.5,2545.5,1242.5,2591.5,1216.5,2507.5,1056.5,2713.5,562.5,2887.5,658.5,3039.5,492.5,3475.5,149.5,3911.833,4637.5,3830.5,4569.5,3947.833,4585.5,3983.833,4573.5,3552.167,4582.5,3578.833,4579.833,3562.833,4555.833,3497.5,4218.5,3508.167,4237.167,3522.833,4223.833,3992.167,3936.5,3989.5,3953.833,4020.167,3956.5,2713.5,5392.5,2065.5,4176.5,2297.5,4180.5,2145.5,3680.5,2693.5,2552.5,3041.5,2784.5,3293.5,2472.5,4141.5,1844.5,3665.5,7830.833,3624.167,7782.833,3666.833,7784.167,3701.5,7772.167,3353.5,7777.5,3373.5,7777.5,3365.5,7760.167,3276.167,7446.833,3289.5,7460.167,3300.167,7444.167,3662.833,7131.5,3660.167,7156.833,3682.833,7155.5,2807.5,8343.5,2276.5,7620.5,2450.5,7533.5,2324.5,7215.5,2534.5,6450.5,2846.5,6519.5,3122.5,6216.5,3773.5,5769.5
MO_412_E144.jpg,E144,2410,1809,2377.5,1764.5,2412.5,1781.5,2433.5,1792.5,2207.5,1728.5,2225.5,1733.5,2221.5,1716.5,2158.5,1479.5,2168.5,1490.5,2174.5,1482.5,2410.5,1392.5,2412.5,1412.5,2431.5,1408.5,1743.5,1910.5,1503.5,1386.5,1635.5,1402.5,1555.5,1188.5,1735.5,733.5,1919.5,861.5,1991.5,693.5,2313.5,178.5,3995.5,4763.5,NA,NA,4021.5,4709.5,4067.5,4723.5,3655.5,4583.5,3681.5,4573.5,3665.5,4551.5,3485.5,4183.5,3511.5,4197.5,3523.5,4181.5,4125.5,3915.5,4119.5,3947.5,4153.5,3947.5,NA,NA,2149.5,4499.5,2345.5,4407.5,2057.5,3943.5,2361.5,2626.5,2761.5,2842.5,2933.5,2386.5,3657.5,1506.5,3828.5,8264.5,NA,NA,3840.5,8202.5,3892.5,8210.5,3370.5,8198.5,3398.5,8188.5,3382.5,8170.5,3104.5,7542.5,3126.5,7562.5,3146.5,7554.5,3840.5,7189.5,3840.5,7225.5,3878.5,7217.5,2274.5,9001.5,1566.5,7591.5,1842.5,7489.5,1722.5,6859.5,2490.5,5665.5,NA,NA,3000.5,5677.5,4248.5,4897.5
MO_527_E347.jpg,E347,3363,1560,3349.167,1541.167,3360.5,1541.833,3374.5,1540.5,3279.833,1555.167,3290.5,1551.167,3284.5,1546.5,3230.5,1435.167,3237.167,1443.833,3242.5,1436.5,3353.833,1303.167,3353.167,1314.5,3362.5,1312.5,3117.5,1753.5,2954.5,1531.5,3008.5,1496.5,2927.5,1376.5,3027.5,1057.5,3119.5,1100.5,3159.5,1019.5,3384.5,846.5,3320.5,5002.5,3291.5,4969.5,3324.5,4971.5,3349.5,4979.5,3055.5,4961.5,3067.5,4961.5,3061.5,4952.5,3020.5,4688.5,3031.5,4700.5,3039.5,4693.5,3329.5,4483.5,3326.5,4497.5,3346.5,4495.5,2587.5,5296.5,2263.5,4770.5,2377.5,4718.5,2273.5,4448.5,2527.5,3857.5,2757.5,3987.5,2887.5,3669.5,NA,NA,3077,6901.5,3023,6859,3077,6876.5,3095.5,6861.5,2874,6856,2881,6857,2880,6850.5,2849,6615,2854,6625,2860.5,6619.5,3118,6538,3115,6552.5,3127.5,6550.5,2598.5,7026.5,2378.5,6652.5,2502.5,6600.5,2454.5,6384.5,2656.5,5982.5,2784.5,6050.5,2986.5,5892.5,3406.5,5816.5
MO_533_E355.jpg,E355,2997,1495,2986.5,1478.5,3009.5,1480.5,3029.5,1480.5,2876.5,1496.5,2891.5,1496.5,2883.5,1484.5,2856.5,1318.5,2866.5,1335.5,2874.5,1326.5,3039.5,1206.5,3036.5,1227.5,3053.5,1224.5,2514.5,1784.5,2280.5,1332.5,2366.5,1300.5,2290.5,1064.5,2648.5,670.5,2734.5,718.5,2786.5,622.5,3202.5,442.5,3191.833,4521.833,3161.167,4465.833,3211.833,4481.833,3250.5,4484.5,2794.5,4455.167,2825.167,4460.5,2814.5,4440.5,2850.5,3957.833,2861.167,3987.167,2878.5,3971.167,3307.833,3718.833,3305.167,3738.833,3334.5,3740.167,NA,NA,NA,NA,NA,NA,1749.5,3149.5,2469.5,2340.5,NA,NA,NA,NA,NA,NA,3291.5,7498.5,3193.5,7394.5,3317.5,7450.5,3355.5,7434.5,2877.5,7356.5,2905.5,7364.5,2903.5,7340.5,2885.5,6674.5,2899.5,6714.5,2931.5,6708.5,3565.5,6796.5,3543.5,6816.5,3569.5,6828.5,1887.5,7690.5,1675.5,6306.5,1895.5,6274.5,NA,NA,3267.5,5025.5,3439.5,5409.5,NA,NA,NA,NA
MO_534_E357.jpg,E357,2764,2182,2743.5,2152.5,2773.5,2157.5,2793.5,2162.5,2615.5,2143.5,2625.5,2148.5,2625.5,2139.5,2631.5,1952.5,2637.5,1967.5,2646.5,1959.5,2842.5,1885.5,2839.5,1898.5,2853.5,1898.5,2230.5,2227.5,2150.5,1787.5,2254.5,1837.5,2208.5,1627.5,2474.5,1255.5,2554.5,1415.5,2622.5,1315.5,2986.5,929.5,3183.5,5135.5,3153.5,5104.5,3193.5,5115.5,3222.5,5122.5,2877.5,5114.5,2889.5,5114.5,2884.5,5104.5,2852.5,4757.5,2858.5,4770.5,2869.5,4763.5,3237.5,4464.5,3236.5,4480.5,3251.5,4479.5,2372.5,5513.5,1814.5,4739.5,1994.5,4691.5,1904.5,4418.5,2177.5,3647.5,2486.5,3734.5,2714.5,3518.5,3296.5,2978.5,3079.5,7399.5,NA,NA,3093.5,7372.5,3112.5,7376.5,2862.5,7394.5,2873.5,7389.5,2866.5,7379.5,2794.5,7179.5,2808.5,7193.5,2818.5,7184.5,3070.5,6945.5,3068.5,6958.5,3085.5,6958.5,NA,NA,NA,NA,2367.5,7268.5,2313.5,7016.5,2537.5,6516.5,2625.5,6644.5,NA,NA,3081.5,6185.5
MO_535_E358a.jpg,E358,3177,1690,3169.167,1676.833,3183.833,1674.167,3205.167,1674.167,3044.5,1701.5,3055.167,1704.167,3052.5,1694.833,3006.5,1564.167,3014.5,1571.5,3019.167,1564.167,3157.167,1426.167,3159.167,1442.167,3169.833,1436.833,2674.5,1815.5,NA,NA,NA,NA,NA,NA,2488.5,1003.5,2650.5,1037.5,2708.5,845.5,3038.5,494.5,3796.5,4963.5,3776.5,4921.5,3806.5,4903.5,3852.5,4897.5,3500.5,4979.5,3526.5,4979.5,3520.5,4951.5,3428.5,4485.5,3448.5,4509.5,3464.5,4497.5,3884.5,4183.5,3882.5,4225.5,3914.5,4213.5,2612.5,5593.5,2120.5,4357.5,2392.5,4325.5,2320.5,3841.5,2632.5,3025.5,3016.5,3153.5,3172.5,2877.5,4072.5,2152.5,3356.5,8498.5,3278.5,8438.5,3368.5,8442.5,3418.5,8416.5,3014.5,8496.5,3052.5,8496.5,3036.5,8466.5,2860.5,7926.5,2880.5,7952.5,2894.5,7940.5,3482.5,7604.5,3470.5,7636.5,3506.5,7636.5,2170.5,9150.5,1366.5,7932.5,1600.5,7836.5,1558.5,7206.5,2266.5,6189.5,2506.5,6417.5,2932.5,6069.5,NA,NA
MO_536_E358b.jpg,E358,3274,2121,3259.167,2102.5,3283.167,2103.167,3307.167,2099.167,3146.5,2122.5,3157.167,2123.167,3153.833,2112.5,3097.167,1951.167,3107.167,1960.5,3108.5,1954.5,3309.167,1893.833,3306.5,1907.167,3317.167,1904.5,2873.167,2335.5,2714.5,1971.5,2790.5,1951.5,2758.5,1810.167,2894.5,1525.167,3019.833,1558.5,3087.833,1446.5,NA,NA,3242.5,5160.5,3233.167,5128.5,3253.167,5124.5,3275.833,5137.833,3015.833,5077.833,3039.833,5084.5,3030.5,5067.167,3014.5,4772.5,3026.5,4797.833,3037.167,4783.167,3326.5,4613.833,3318.5,4631.167,3342.5,4637.833,2381.5,5448.5,2162.5,4587.5,2207.5,4581.5,2147.5,4329.5,2609.5,3600.5,2795.5,3732.5,3056.5,3582.5,3530.5,3135.5,3194.5,7386.5,3166.5,7364.5,3199.5,7358.5,3227.5,7348.5,2951.5,7413.5,2962.5,7411.5,2958.5,7406.5,2972.5,7167.5,2980.5,7177.5,2987.5,7169.5,3223.5,7022.5,3223.5,7045.5,3237.5,7041.5,2702.5,7604.5,NA,NA,NA,NA,2472.5,7048.5,2706.5,6602.5,2874.5,6640.5,NA,NA,3138.5,6156.5
MO_537_E361.jpg,E361,3011,2042,2992.5,2025.5,3013.5,2020.5,3030.5,2017.5,2887.833,2078.833,2895.167,2078.833,2892.5,2072.833,2883.167,1956.167,2891.833,1962.167,2894.5,1954.167,3002.5,1804.833,3004.5,1816.167,3014.5,1814.167,2742.167,2264.5,2503.5,2060.5,2554.167,2029.833,2471.5,1873.833,2555.5,1502.5,2642.167,1575.833,2679.5,1426.5,NA,NA,3043.5,5785.833,3018.167,5763.167,3050.167,5769.833,3072.833,5776.5,2751.5,5832.5,2763.5,5831.167,2759.5,5821.833,2748.833,5512.5,2758.167,5524.5,2767.5,5516.5,3086.167,5265.833,3086.167,5285.833,3099.5,5284.5,NA,NA,2022.5,5899.5,2085.5,5746.5,1884.5,5326.5,2196.5,4486.5,2418.5,4603.5,2739.5,4345.5,NA,NA,2598.5,7529.5,2564.5,7506.5,2606.5,7507.5,2628.5,7505.5,2396.833,7559.167,2407.5,7553.833,2400.167,7547.833,2360.833,7347.833,2368.833,7356.5,2376.833,7349.167,2618.167,7133.167,2616.833,7143.833,2630.833,7141.167,2137.5,7791.5,1933.5,7521.5,2015.5,7443.5,1911.5,7255.5,2081.5,6841.5,2265.5,6877.5,2351.5,6625.5,NA,NA
MO_538_E362.jpg,E362,3156,1642.5,3132.5,1637.5,3156.5,1626,3169.5,1619,3051.5,1688,3059.5,1687,3055,1682,3001.5,1568.5,3007,1572,3008.5,1566,3137,1456,3138.5,1466,3147,1463,2946.5,1823.5,2811.5,1700.5,2835.5,1683.5,2749.5,1552.5,2796.5,1287.5,2892.5,1321.5,2930.5,1244.5,3009.5,1003.5,3355.5,4503.5,3339.5,4481.5,3375.5,4483.5,3399.5,4480.5,3144.5,4508.5,3161.5,4508.5,3154.5,4496.5,3009.5,4099.5,3018.5,4113.5,3025.5,4107.5,3391.5,3856.5,3391.5,3876.5,3406.5,3872.5,2579.5,4946.5,2192.5,4265.5,2393.5,4163.5,2237.5,3875.5,2375.5,3116.5,2657.5,3266.5,2942.5,2900.5,NA,NA,3301.5,7091.833,3266.833,7062.5,3308.167,7046.5,3340.167,7037.167,2950.833,7089.167,2968.167,7093.167,2965.5,7075.833,2938.833,6689.167,2945.5,6706.5,2958.833,6699.833,3341.5,6494.5,3340.167,6519.833,3358.833,6515.833,NA,NA,2032.5,6614.5,2173.5,6617.5,2164.5,6263.5,2611.5,5603.5,2776.5,5831.5,2932.5,5630.5,NA,NA
MO_539_E352.jpg,E366,2761,1738,2730.5,1712.833,2769.833,1721.5,2789.833,1721.5,2601.833,1738.833,2612.5,1739.5,2607.833,1730.833,2575.833,1558.167,2583.833,1569.5,2589.833,1562.833,2775.833,1489.5,2774.5,1502.833,2787.167,1497.5,2372.167,1899.833,2186.833,1573.167,2241.5,1582.5,2182.833,1433.167,2332.167,1077.833,2424.167,1191.167,2473.5,1027.167,2810.833,654.167,3416.167,4800.833,3377.5,4768.833,3436.167,4775.5,3470.833,4779.5,3049.5,4827.5,3073.5,4827.5,3065.5,4814.167,3008.167,4391.5,3021.5,4408.833,3029.5,4394.167,3488.167,4103.167,3488.167,4121.833,3513.5,4123.167,2298.5,5301.5,1814.5,4389.5,1994.5,4361.5,1922.5,3909.5,2326.5,3085.5,2558.5,3273.5,2750.5,3025.5,3266.5,2237.5,3778.167,7399.5,3751.5,7363.5,3780.833,7310.167,3804.833,7310.167,3413.5,7396.833,3429.5,7394.167,3421.5,7384.833,3352.167,6991.5,3358.833,7004.833,3372.167,6995.5,3834.833,6572.833,3838.833,6595.5,3850.833,6588.833,2769.5,7938.5,2394.5,7062.5,2565.5,7023.5,2520.5,6552.5,3069.5,6000.5,3306.5,6204.5,3579.5,5913.5,4071.5,5643.5
MO_541_E371.jpg,E371,4295,2168,4138.833,2057.5,4302.833,2129.5,4334.833,2140.167,3966.833,2072.167,3993.5,2073.5,3982.833,2057.5,3872.167,1789.5,3884.167,1802.833,3892.167,1794.833,4289.5,1526.833,4293.5,1545.5,4313.5,1541.5,3375.5,2554.5,2961.5,1858.5,3093.5,1807.5,3000.5,1432.5,3261.5,703.5,3528.5,814.5,3543.5,598.5,NA,NA,2628.833,4715.5,2594.167,4652.833,2658.167,4666.167,2696.833,4686.167,2340.833,4776.833,2362.167,4770.167,2343.5,4752.833,2191.5,4292.833,2206.167,4308.833,2220.833,4298.167,2670.167,3842.5,2671.5,3867.833,2696.833,3861.167,1740.5,5554.5,952.5,4578.5,1176.5,4490.5,1016.5,3902.5,1500.5,3109.5,1688.5,3225.5,1884.5,2845.5,2496.5,2134.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO_542_E372.jpg,E372,3052,2100,3039.833,2085.167,3061.167,2081.167,3071.167,2081.167,2924.5,2098.5,2933.833,2101.167,2933.167,2089.833,2890.5,1931.833,2898.5,1941.167,2905.833,1934.5,3065.833,1879.833,3066.5,1891.167,3075.833,1891.167,2588.167,2227.833,2452.167,1845.167,2516.167,1869.167,2498.833,1721.167,NA,NA,2749.5,1481.5,2744.167,1435.167,3093.5,1086.5,3611.5,5265.5,3566.5,5233.5,3623.5,5224.5,3645.5,5225.5,3314.5,5284.5,3336.5,5285.5,3327.5,5270.5,3192.5,4861.5,3206.5,4877.5,3217.5,4867.5,3655.5,4696.5,3655.5,4709.5,3671.5,4706.5,2584.5,5927.5,1980.5,4931.5,2132.5,4851.5,2096.5,4407.5,2624.5,3550.5,2792.5,3714.5,3088.5,3536.5,3800.5,3058.5,3261.833,7641.5,3180.5,7573.5,3277.833,7613.5,3303.167,7610.833,3035.167,7601.5,3055.167,7598.833,3044.5,7588.167,NA,NA,NA,NA,NA,NA,3320.167,7081.167,3317.5,7102.5,3333.5,7098.5,2764.5,7937.5,2413.5,7640.5,2452.5,7562.5,NA,NA,NA,NA,2737.5,6581.5,3076.5,6428.5,3511.5,6305.5
MO_543_E373.jpg,E373,3237,1861,3231.833,1840.5,3249.833,1843.167,3267.833,1844.5,3101.167,1827.167,3117.833,1831.167,3113.833,1820.5,3113.167,1649.833,3117.833,1661.833,3129.167,1657.167,3281.167,1473.5,3277.833,1484.167,3291.833,1482.833,2676.5,1982.5,2502.5,1460.5,2590.5,1456.5,2586.5,1256.5,2732.5,851.5,2890.5,917.5,2994.5,825.5,3454.5,551.5,3598.167,4583.5,3576.833,4530.167,3618.167,4535.5,3648.833,4543.5,3314.167,4490.167,3342.167,4499.5,3338.167,4478.167,3292.833,4115.5,3300.833,4132.833,3316.833,4127.5,3702.167,3885.5,3692.833,3900.167,3714.167,3906.833,2556.5,4926.5,2175.5,3906.5,2376.5,3870.5,2283.5,3418.5,NA,NA,3051.5,2901.5,3363.5,2681.5,4231.5,2368.5,3548.833,7179.5,3527.5,7154.167,3556.833,7146.167,3587.5,7143.5,NA,NA,NA,NA,NA,NA,3296.833,6948.833,3308.833,6955.5,3316.833,6944.833,3368.833,6668.5,3375.5,6689.833,3394.167,6685.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO_544_E374.jpg,E374,3021,2040,2999.5,2015.5,3028.5,2008.5,3052.5,2005.5,2877.5,2037.5,2894.5,2036.5,2885.5,2025.5,2824.5,1832.5,2833.5,1844.5,2840.5,1836.5,3048.5,1743.5,3044.5,1758.5,3059.5,1757.5,2574.5,2268.5,2330.5,1862.5,2434.5,1846.5,2356.5,1680.5,2508.5,1240.5,2628.5,1342.5,2724.5,1180.5,3196.5,868.5,3300.5,5408.5,3251.167,5341.833,3317.833,5371.167,3341.833,5353.833,2904.5,5319.167,2932.5,5321.833,2928.5,5304.5,2939.167,4941.833,2948.5,4957.833,2965.833,4948.5,3361.833,4760.167,3356.5,4782.833,3381.833,4782.833,2373.5,5702.5,2057.5,4978.5,2201.5,4938.5,2069.5,4594.5,2417.5,3844.5,2673.5,4012.5,2885.5,3694.5,3377.5,3140.5,2936.833,7442.167,2884.167,7411.5,2942.833,7424.833,2958.833,7424.833,2651.5,7483.5,2662.167,7483.5,2656.167,7476.167,2645.5,7225.167,2660.833,7239.167,2666.833,7231.167,2912.833,6962.833,2913.5,6974.833,2923.5,6971.5,2376.5,7702.5,2178.5,7372.5,2248.5,7324.5,2066.5,7120.5,2162.5,6417.5,2408.5,6529.5,2632.5,6347.5,3034.5,6159.5
MO_545_E375.jpg,E375,2887,1764,2873.833,1742.167,2894.5,1745.5,2908.5,1748.167,2767.167,1736.167,2775.833,1738.167,2773.167,1728.833,2787.833,1604.167,2791.833,1611.5,2797.167,1608.167,2931.167,1490.167,2929.167,1503.5,2938.5,1502.167,2500.833,1835.5,2440.833,1508.833,2487.5,1512.833,2486.167,1426.167,NA,NA,NA,NA,2748.833,1216.167,2874.167,962.833,3468.5,5095.5,3306.5,4943.5,3488.5,5063.5,3532.5,5069.5,2984.5,5075.5,3010.5,5067.5,2996.5,5045.5,2870.5,4567.5,2886.5,4589.5,2900.5,4573.5,3530.5,4245.5,3526.5,4275.5,3558.5,4281.5,NA,NA,1822.5,4811.5,2010.5,4747.5,1790.5,4199.5,NA,NA,2586.5,3328.5,3014.5,2879.5,3774.5,2154.5,3119.5,8034.5,3063.5,7974.5,3142.167,8009.167,3176.833,7993.167,2752.833,7951.833,2779.5,7953.167,2770.167,7937.167,2712.833,7455.833,2719.5,7474.5,2734.167,7470.5,3266.167,7228.5,3266.167,7251.167,3284.833,7248.5,NA,NA,NA,NA,NA,NA,1930.5,6917.5,2476.5,6236.5,2716.5,6434.5,NA,NA,3151.5,5678.5
MO_377_E101-1.tif,E101,769.5,773,775.75,763.5,764.667,762,752.5,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759.833,657.167,760.833,665.167,751.5,661.833,NA,NA,NA,NA,NA,NA,NA,NA,910.167,522.5,872.167,553.167,863.5,504.5,719.5,353.5,969.5,1836.5,960.5,1823.5,972.5,1815.5,987.5,1814.5,895.167,1843.5,907.167,1845.833,901.833,1834.833,831.5,1712.5,841.5,1721.5,844.5,1712,957.5,1611.5,958.5,1626.5,971.5,1621.5,660.833,2014.167,482.5,1735.5,532.5,1715.5,502.5,1600.5,606.167,1333.833,680.5,1377.833,736.5,1274.5,947.5,1059.5,912.167,2952.5,902.833,2941.167,915.5,2935.833,929.5,2937.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.167,2878.167,608.167,2858.833,NA,NA,NA,NA,NA,NA,NA,NA,894.5,2399.5
MO_378_E102-1.csv,E102,889,698,883.167,686.833,896.5,685.5,911.833,687.5,829.5,694.5,839.5,694.5,835.5,685.5,NA,NA,NA,NA,NA,NA,887.167,560.833,887.167,574.167,897.833,567.5,692.5,793.5,NA,NA,NA,NA,NA,NA,708.167,373.167,729.5,415.833,NA,NA,802.5,239.5,1082.5,1969.833,1078.5,1955.167,1097.167,1952.5,1118.5,1953.167,957.5,1951.5,974.5,1952.5,965.5,1941.5,934.5,1817.5,944.5,1825.5,949.5,1811.5,1100.5,1723.5,1102.5,1703.5,1116.167,1716.5,687.5,2211.167,453.5,1861.5,558.5,1828.5,479.5,1626.5,696.5,1289.5,764.5,1357.5,896.5,1258.5,1283.5,1105.5,928.5,2964.833,918.5,2954.167,943.833,2959.5,962.5,2964.167,NA,NA,NA,NA,NA,NA,NA,NA,814,2846.5,820.5,2836,931.5,2739.5,932.5,2751.5,943,2746.5,666,3095.5,552.5,2876.5,592.5,2859.5,561.5,2701.5,670.5,2489.5,754.5,2541.5,793.5,2461.833,985.833,2348.833
MO_379_E103-1.jpg,E103,NA,NA,NA,NA,NA,NA,NA,NA,802.5,697,796.167,699.833,797.5,690.5,805.5,638.5,800.167,645.167,797.5,636.5,764.167,585.167,763.167,597.167,754.5,589.833,NA,NA,967.167,664.167,947.833,648.833,978.5,589.5,929.5,448.5,888.167,466.833,875.167,428.833,731.167,300.5,1025.167,1932.167,1033.167,1920.5,1024.5,1911.167,1004.833,1907.5,1145.167,1957.5,1129.833,1956.167,1139.833,1948.167,1206.167,1819.167,1190.167,1831.167,1190.167,1813.833,1045.5,1714.5,1043.5,1732.5,1031.5,1724.5,1265.5,2172.5,1531.5,1972.5,1465.5,1920.5,1567.167,1763.5,1468.5,1416.5,1372.5,1466.5,1287.5,1325.5,1032.5,1106.5,869.5,2916.5,874.5,2905.5,893.5,2902.5,914.5,2896.5,NA,NA,NA,NA,715.5,2892,788.5,2802.5,796.5,2814.5,802.5,2804,925.5,2755.5,NA,NA,NA,NA,NA,NA,595.5,2862.5,632.5,2838.5,624.5,2747.5,NA,NA,779.5,2588.5,NA,NA,1015.5,2412.5
MO_381_E107-1.tif,E107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839.5,845.75,NA,NA,NA,NA,NA,NA,905.5,552,881.5,568,872,531.5,776.5,433.5,1168.5,1985.167,1156.5,1970.5,1179.167,1963.167,1201.833,1955.833,1043.5,2014.5,1056.667,2013.5,1050.167,2006.667,942.5,1814.667,956.167,1826.5,958.833,1813.5,1176.75,1710.75,1176.167,1724.833,1192.25,1718.5,1070.167,2311.5,804.5,2355.5,792.5,2290,432.5,1697.5,624.5,1256.5,741.5,1335.5,903.5,1182.5,NA,NA,1065,3107.5,1070.5,3099.5,1063.5,3088.5,1042,3088.5,1192.333,3144,1182.667,3145.5,1188,3135.833,1205.625,2993.25,1198.5,3002,1195,2991.625,NA,NA,NA,NA,NA,NA,1418.833,3375.5,1599.5,3018.5,NA,NA,1605.5,2940.5,1528.833,2522.833,1410.833,2553.833,1273.5,2438.5,NA,NA
MO_383_E109-1.tif,E109,847.5,681.5,838.5,675.5,848.5,671.5,857.5,671.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682.5,455.5,758.5,479.167,762.5,436.5,853,313,976.167,1974.833,991.5,1966.167,1009.5,1965.5,1027.5,1967.5,866,1969,878.5,1970.5,872,1960.5,866.167,1825.833,870.833,1835.167,878.167,1826.5,1024,1705.5,1022.5,1717.5,1033.5,1712.5,631.833,2176.5,446,1798.5,541,1790.5,501.167,1588.5,727.5,1299,NA,NA,878.5,1324.5,1156.167,1183.5,948.833,2971.5,934.167,2957.5,956.167,2961.833,971.5,2960.833,829.167,2968.833,838.167,2971.167,836.167,2961.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643.5,3123.833,579.833,2850.5,616.167,2823.833,591.167,2753.833,705.5,2528.167,792.833,2564.167,844.833,2473.5,1002,2352
MO_384_E110-1.jpg,E110,953.5,696.5,962.5,686,944.5,691,932.5,691,NA,NA,NA,NA,NA,NA,1015.833,624.5,1010.167,631,1008.167,623.167,945.25,594,945.25,600.75,936.5,597,1076.333,769.167,1175,656.5,1151.5,640.5,1180.833,575.667,1137.25,405,1095.5,425.25,1059,375,955.5,244.75,962.833,1913.833,966.167,1903.167,974.833,1895.167,992.5,1893.833,856.5,1900,863,1904,863,1897,852.167,1741.5,854.5,1748.833,861.5,1743.5,993.5,1661,995,1671.5,1003.5,1667.5,NA,NA,534.167,1671.5,593.5,1682.833,590.833,1558.167,756.5,1347.5,825.167,1386.167,923.167,1317.167,NA,NA,828.5,2830.833,835.833,2822.833,824.5,2816.167,812.5,2819.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO_385_E112-1.tif,E112,890.833,768.167,877.833,760.833,890.5,759.5,902.833,756.833,824.625,776.375,829.833,776.167,827.25,771.625,810.167,702.833,813.833,705.5,816.5,699.5,884.667,654.167,885.167,660.833,892.333,658.5,738.5,879.5,612,744.5,634.75,723.5,602.167,641.667,673.5,460,718.25,487.5,753.25,444.5,873.5,281,990.5,1898.5,1003.5,1888.5,987.167,1883.5,972.5,1885.5,1113.25,1921.25,1105.5,1920.5,1110,1915,1117.833,1789.333,1111.5,1795.5,1108,1786.167,1000.833,1665.5,1000.833,1672.667,991.167,1668.167,1283,2087.5,1458,1871,1420.5,1843,1479.833,1687.833,1364.5,1358.833,1286.5,1418.167,1209.5,1329.5,NA,NA,918.5,2954.167,925.167,2944.833,943.167,2944.833,960.5,2940.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,776.167,3071.833,648,2879,674,2868,665.5,2797,NA,NA,NA,NA,815.167,2668.167,894.25,2599
